1,,"single","y"
2,,"series","y"
3,,"series","y"
4,,"series","y"
5,,"single","y"
6,,"parallel","y"
7,,"parallel","y"
8,,"parallel","y"
9,,"parallel","y"
10,,"series","y"
11,,"parallel","y"
12,,"single","y"
13,,"parallel","y"
14,,"series","y"
15,,"single","y"
16,,"single","y"
17,,"series","y"
18,,"series","y"
19,,"series","y"
20,,"series","y"
21,,"series","y"
22,,"series","y"
23,,"series","y"
24,,"series","y"
25,,"series","y"
26,,"single","y"
27,,"series","y"
28,,"series","y"
29,,"parallel","y"
30,,"series","y"
31,,"parallel","y"
32,,"single","y"
33,,"single","y"
34,,"series","y"
35,,"series","y"
36,,"series","y"
38,,"series","y"
39,,"series","y"
40,,"series","y"
41,,"series","y"
44,,"series","y"
46,,"series","y"
47,,"series","y"
49,,"parallel","y"
50,,"series","y"
51,,"series","y"
52,,"series","y"
53,,"series","y"
54,,"series","y"
55,,"series","y"
56,,"single","y"
57,,"single","y"
58,,"series","y"
60,,"parallel","y"
61,,"single","y"
62,,"series","y"
63,,"single","y"
64,,"single","y"
65,,"single","y"
66,,"series","y"
67,,"single","y"
68,,"parallel","y"
69,,"parallel","y"
70,,"single","y"
71,,"single","y"
72,,"single","y"
73,,"single","y"
74,,"single","y"
75,,"single","y"
77,,"single","y"
78,,"single","y"
79,,"single","y"
80,,"single","y"
81,,"single","y"
83,,"single","y"
84,,"single","y"
85,,"single","y"
86,,"single","y"
87,,"single","y"
88,,"single","y"
89,,"single","y"
90,,"single","y"
91,,"series","y"
92,,"single","y"
93,,"series","y"
94,,"single","y"
95,,"single","y"
96,,"single","y"
97,"Test 123","single","n"
98,"testing","single","n"
99,"testing",,"n"
100,,"single","y"
102,,"parallel","y"
105,,,"y"
106,,,"y"
107,,,"y"
108,"testing",,"n"
109,,,"y"
111,,"series","y"
112,,"single","y"
113,"testdelete",,"n"
114,,"series","y"
115,,"series","y"
116,,"parallel","y"
121,"test r1",,"n"
129,"testing",,"n"
227,,"single","y"
228,,"series","y"
229,,"series","y"
230,,"series","y"
231,,"series","y"
232,,"series","y"
233,,"series","y"
234,,"single","y"
236,,"series","y"
238,,"single","y"
239,,"parallel","y"
241,,"single","y"
242,,"single","y"
243,,"single","y"
244,,"single","y"
253,,"series","y"
254,,"series","y"
255,,"series","y"
256,,"series","y"
257,,"series","y"
258,,"series","y"
266,,"parallel","y"
267,,"series","y"
275,,"single","y"
276,,"single","y"
277,,"single","y"
281,,,"y"
282,,,"y"
332,"RuleTestPramod","","n"
333,"Rule_test03","","n"
252,"Rule",,"n"
334,"Rule_test05","","n"
335,"Rule_test06","","n"
336,"Rule_test07","","n"
337,"Rule_test_08","","n"
339,"","","y"
340,"","","y"
341,"","","y"
342,"","","y"
343,"","","y"
344,"","","y"
345,"","","y"
346,"","","y"
347,"","","y"
387,"","series","y"
388,"","series","y"
390,"","single","y"
391,"","single","y"
392,"","series","y"
393,"","series","y"
394,"","series","y"
395,"","single","y"
396,"","single","y"
397,"","single","y"
398,"","single","y"
399,"","single","y"
45,"","series","y"
400,"","single","y"
401,"","single","y"
402,"","single","y"
403,"","single","y"
404,"","single","y"
405,"","single","y"
406,"","single","y"
407,"","single","y"
408,"","single","y"
409,"","single","y"
410,"","series","y"
413,"","parallel","y"
417,"rules_demo_23333","","n"
418,"rules_demo_212177","","n"
419,"rules_demo_212177","","n"
420,"rules_demo_212177","","n"
421,"rules_demo_212177","","n"
422,"rules_demo_23223","","n"
424,"rules_demo_233222","","n"
425,"rules_demo_1233334","","n"
427,"rule_45678","","n"
429,"rules_333","","n"
430,"rules_333","","n"
431,"rules_demo_1233","","n"
432,"rules_demo_1233","","n"
434,"rules_demo_1233","","n"
435,"rules_demo_2333","","n"
436,"rules_wwe22","","n"
439,"Rule_demod34333","","n"
440,"Rule_demod34333","","n"
441,"Rule_demod34333","","n"
442,"Rule_demod34333","","n"
443,"Rule_demod34333","","n"
444,"Rule_demod34333","","n"
445,"Rule_demod34333","","n"
446,"Rule_demod34333","","n"
447,"Rule_demod34333","","n"
448,"Rule_demod34333","","n"
449,"Rule_demod34333","","n"
450,"Rule_demod34333","","n"
451,"rules_demo_d34432","","n"
453,"rules_demo_131455","","n"
454,"rules_demo_131455","","n"
455,"rules_demo_131455","","n"
456,"rules_demo_131455322","","n"
458,"rules_demo_d322","","n"
459,"rules_demo_d322","","n"
460,"rules_demo_d322","","n"
461,"rules_demo_d322","","n"
462,"rules_demo_d322","","n"
463,"rules_demo_d322","","n"
464,"rules_demo_d322123","","n"
465,"rules_demo_d322123","","n"
466,"rules_demo_d322123","","n"
468,"rules_demo_dee2","","n"
469,"rules_demo_dee2","","n"
472,"rules_demo_dee55","","n"
150,"Default",,"n"
250,"Rule",,"n"
471,"rulesmarabydhan","","n"
37,"","single","y"
222,"","single","y"
474,"","single","y"
476,"","single","y"
477,"","single","y"
478,"","single","y"
479,"","single","y"
480,"","single","y"
481,"","single","y"
482,"","single","y"
483,"","single","y"
485,"","single","y"
486,"","single","y"
484,"","single","y"
487,"","single","y"
488,"","single","y"
489,"","single","y"
467,"rules_demo_d322123","","n"
490,"","single","y"
491,"","single","y"
492,"","single","y"
493,"","single","y"
494,"","single","y"
495,"","single","y"
496,"","single","y"
497,"","single","y"
235,"Invoice between 1L and 9L INR",,"n"
42,"","parallel","y"
